monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date,service_id
0,0,0,0,0,1,1,20260404,20260419,538
0,0,0,0,0,1,1,20260404,20260426,179
0,0,0,0,0,1,1,20260404,20260426,250
0,0,0,0,0,1,1,20260404,20260426,645
0,0,0,0,0,1,1,20260404,20260426,740
0,0,0,0,0,1,1,20260404,20260426,892
0,0,0,0,0,1,1,20260404,20260426,939
0,0,0,0,0,1,1,20260404,20260430,346
0,0,0,0,0,1,1,20260404,20260501,723
0,0,0,0,0,1,1,20260404,20260503,190
0,0,0,0,0,1,1,20260404,20260503,203
0,0,0,0,0,1,1,20260404,20260503,292
0,0,0,0,0,1,1,20260404,20260503,304
0,0,0,0,0,1,1,20260404,20260503,367
0,0,0,0,0,1,1,20260404,20260503,440
0,0,0,0,0,1,1,20260404,20260503,724
0,0,0,0,0,1,1,20260404,20260503,748
0,0,0,0,0,1,1,20260404,20260504,283
0,0,0,0,0,1,1,20260405,20260411,735
0,0,0,0,0,1,1,20260405,20260411,860
0,0,0,0,0,1,1,20260405,20260412,498
0,0,0,0,0,1,1,20260405,20260419,431
0,0,0,0,0,1,1,20260411,20260412,245
0,0,0,0,0,1,1,20260411,20260419,653
0,0,0,0,0,1,1,20260411,20260426,604
0,0,0,0,0,1,1,20260412,20260503,556
0,0,0,0,0,1,1,20260417,20260430,473
0,0,0,0,0,1,1,20260417,20260503,682
0,0,0,0,0,1,1,20260418,20260419,528
0,0,0,0,0,1,1,20260418,20260419,718
0,0,0,0,0,1,1,20260418,20260425,903
0,0,0,0,0,1,1,20260418,20260426,970
0,0,0,0,0,1,1,20260418,20260427,726
0,0,0,0,0,1,1,20260418,20260430,935
0,0,0,0,0,1,1,20260418,20260503,340
0,0,0,0,0,1,1,20260418,20260503,622
0,0,0,0,0,1,1,20260418,20260503,759
0,0,0,0,0,1,1,20260418,20260503,761
0,0,0,0,0,1,1,20260419,20260425,284
0,0,0,0,0,1,1,20260419,20260425,349
0,0,0,0,0,1,1,20260419,20260426,1026
0,0,0,0,0,1,1,20260419,20260503,519
0,0,0,0,0,1,1,20260425,20260426,958
0,0,0,0,0,1,1,20260425,20260503,757
0,0,0,0,0,1,1,20260425,20260503,851
0,0,0,0,0,1,1,20260425,20260503,891
0,0,0,0,0,1,1,20260502,20260503,226
0,0,0,0,1,0,0,20260404,20260417,432
0,0,0,0,1,0,0,20260410,20260417,474
0,0,0,0,1,0,0,20260410,20260417,800
0,0,0,0,1,0,0,20260410,20260424,639
0,0,0,0,1,0,0,20260410,20260426,785
0,0,0,0,1,0,0,20260410,20260501,50
0,0,0,0,1,0,0,20260417,20260424,100
0,0,0,0,1,0,0,20260417,20260425,582
0,0,0,0,1,0,0,20260417,20260501,985
0,0,0,0,1,0,0,20260424,20260501,691
0,0,0,0,1,0,0,20260425,20260504,301
0,0,0,0,1,0,1,20260405,20260503,746
0,0,0,0,1,0,1,20260406,20260426,929
0,0,0,0,1,0,1,20260410,20260412,578
0,0,0,0,1,0,1,20260410,20260419,126
0,0,0,0,1,0,1,20260410,20260501,109
0,0,0,0,1,0,1,20260412,20260417,125
0,0,0,0,1,0,1,20260417,20260419,487
0,0,0,0,1,0,1,20260424,20260426,546
0,0,0,0,1,0,1,20260426,20260501,315
0,0,0,0,1,0,1,20260426,20260503,69
0,0,0,0,1,0,1,20260426,20260503,96
0,0,0,0,1,0,1,20260426,20260504,630
0,0,0,0,1,0,1,20260501,20260503,433
0,0,0,0,1,1,0,20260404,20260413,459
0,0,0,0,1,1,0,20260410,20260411,324
0,0,0,0,1,1,0,20260410,20260411,802
0,0,0,0,1,1,0,20260410,20260417,833
0,0,0,0,1,1,0,20260410,20260502,20
0,0,0,0,1,1,0,20260417,20260418,26
0,0,0,0,1,1,0,20260417,20260418,341
0,0,0,0,1,1,0,20260417,20260418,840
0,0,0,0,1,1,0,20260417,20260418,898
0,0,0,0,1,1,0,20260417,20260426,160
0,0,0,0,1,1,0,20260417,20260502,545
0,0,0,0,1,1,0,20260417,20260503,493
0,0,0,0,1,1,0,20260424,20260425,389
0,0,0,0,1,1,0,20260424,20260502,725
0,0,0,0,1,1,0,20260425,20260501,1047
0,0,0,0,1,1,0,20260425,20260502,607
0,0,0,0,1,1,0,20260501,20260502,264
0,0,0,0,1,1,0,20260501,20260502,557
0,0,0,0,1,1,0,20260502,20260503,531
0,0,0,0,1,1,1,20260404,20260410,707
0,0,0,0,1,1,1,20260404,20260411,237
0,0,0,0,1,1,1,20260404,20260417,1041
0,0,0,0,1,1,1,20260404,20260419,11
0,0,0,0,1,1,1,20260404,20260419,394
0,0,0,0,1,1,1,20260404,20260419,83
0,0,0,0,1,1,1,20260404,20260425,411
0,0,0,0,1,1,1,20260404,20260425,585
0,0,0,0,1,1,1,20260404,20260503,715
0,0,0,0,1,1,1,20260404,20260503,867
0,0,0,0,1,1,1,20260404,20260503,942
0,0,0,0,1,1,1,20260405,20260411,79
0,0,0,0,1,1,1,20260405,20260419,700
0,0,0,0,1,1,1,20260407,20260504,736
0,0,0,0,1,1,1,20260410,20260412,426
0,0,0,0,1,1,1,20260417,20260419,274
0,0,0,0,1,1,1,20260417,20260425,281
0,0,0,0,1,1,1,20260417,20260502,862
0,0,0,0,1,1,1,20260424,20260426,187
0,0,0,0,1,1,1,20260424,20260426,871
0,0,0,0,1,1,1,20260424,20260503,716
0,0,0,0,1,1,1,20260425,20260501,887
0,0,0,0,1,1,1,20260425,20260503,946
0,0,0,0,1,1,1,20260425,20260504,464
0,0,0,0,1,1,1,20260426,20260503,1
0,0,0,0,1,1,1,20260501,20260503,480
0,0,0,0,1,1,1,20260502,20260503,944
0,0,0,1,0,0,0,20260416,20260423,207
0,0,0,1,0,0,0,20260423,20260430,625
0,0,0,1,0,0,1,20260405,20260409,155
0,0,0,1,0,0,1,20260405,20260412,569
0,0,0,1,0,0,1,20260416,20260419,21
0,0,0,1,0,0,1,20260418,20260428,692
0,0,0,1,0,0,1,20260426,20260430,240
0,0,0,1,0,0,1,20260430,20260503,321
0,0,0,1,0,1,0,20260404,20260409,243
0,0,0,1,0,1,0,20260409,20260411,756
0,0,0,1,0,1,0,20260416,20260418,262
0,0,0,1,0,1,0,20260430,20260502,534
0,0,0,1,0,1,1,20260404,20260409,619
0,0,0,1,0,1,1,20260404,20260501,298
0,0,0,1,0,1,1,20260416,20260419,694
0,0,0,1,1,0,0,20260407,20260424,976
0,0,0,1,1,0,0,20260409,20260410,565
0,0,0,1,1,0,0,20260409,20260430,572
0,0,0,1,1,0,0,20260416,20260417,27
0,0,0,1,1,0,0,20260416,20260417,605
0,0,0,1,1,0,0,20260417,20260423,803
0,0,0,1,1,0,0,20260417,20260424,559
0,0,0,1,1,0,0,20260423,20260424,863
0,0,0,1,1,0,0,20260424,20260430,191
0,0,0,1,1,0,0,20260430,20260501,164
0,0,0,1,1,0,0,20260430,20260501,798
0,0,0,1,1,1,0,20260416,20260418,709
0,0,0,1,1,1,0,20260425,20260502,451
0,0,0,1,1,1,0,20260430,20260502,964
0,0,0,1,1,1,1,20260404,20260412,873
0,0,0,1,1,1,1,20260416,20260423,511
0,0,0,1,1,1,1,20260430,20260503,847
0,0,1,0,0,0,0,20260414,20260422,575
0,0,1,0,0,0,1,20260408,20260412,215
0,0,1,0,0,1,0,20260408,20260411,772
0,0,1,0,0,1,0,20260418,20260425,391
0,0,1,0,0,1,1,20260408,20260412,554
0,0,1,0,0,1,1,20260412,20260419,486
0,0,1,0,1,0,0,20260408,20260410,874
0,0,1,0,1,0,0,20260429,20260501,764
0,0,1,0,1,0,1,20260408,20260412,962
0,0,1,1,0,0,0,20260408,20260409,810
0,0,1,1,0,0,0,20260413,20260423,299
0,0,1,1,0,0,0,20260415,20260416,543
0,0,1,1,0,0,0,20260422,20260423,216
0,0,1,1,0,0,0,20260429,20260430,350
0,0,1,1,0,0,0,20260429,20260430,537
0,0,1,1,0,0,1,20260408,20260423,61
0,0,1,1,1,0,0,20260408,20260410,765
0,0,1,1,1,0,0,20260410,20260424,980
0,0,1,1,1,0,0,20260415,20260417,227
0,0,1,1,1,0,0,20260422,20260424,1028
0,0,1,1,1,1,0,20260404,20260418,174
0,0,1,1,1,1,0,20260415,20260421,697
0,0,1,1,1,1,0,20260418,20260504,951
0,0,1,1,1,1,1,20260408,20260412,342
0,1,0,0,0,0,0,20260407,20260414,811
0,1,0,0,0,0,0,20260410,20260421,471
0,1,0,0,0,0,1,20260404,20260417,783
0,1,0,0,0,0,1,20260405,20260407,175
0,1,0,0,0,0,1,20260412,20260426,1050
0,1,0,0,0,1,0,20260404,20260407,918
0,1,0,0,0,1,0,20260404,20260411,1020
0,1,0,0,0,1,1,20260404,20260407,573
0,1,0,0,0,1,1,20260404,20260411,19
0,1,0,0,1,0,0,20260407,20260410,362
0,1,0,0,1,0,0,20260410,20260501,6
0,1,0,0,1,1,0,20260407,20260411,363
0,1,0,1,0,0,0,20260406,20260417,1029
0,1,0,1,0,0,0,20260407,20260409,122
0,1,0,1,0,0,0,20260428,20260430,617
0,1,0,1,0,0,1,20260423,20260503,171
0,1,0,1,0,1,0,20260404,20260409,236
0,1,0,1,0,1,0,20260404,20260501,326
0,1,0,1,0,1,1,20260407,20260412,410
0,1,0,1,1,0,0,20260407,20260410,910
0,1,0,1,1,0,0,20260421,20260424,899
0,1,0,1,1,1,0,20260407,20260421,870
0,1,1,0,0,0,0,20260407,20260408,208
0,1,1,0,0,0,0,20260407,20260408,384
0,1,1,0,0,0,0,20260413,20260429,505
0,1,1,0,0,0,0,20260414,20260415,963
0,1,1,0,0,0,0,20260421,20260422,477
0,1,1,0,0,0,0,20260421,20260426,22
0,1,1,0,0,0,0,20260428,20260429,937
0,1,1,0,0,0,1,20260405,20260408,119
0,1,1,0,0,0,1,20260412,20260415,995
0,1,1,0,0,0,1,20260412,20260426,804
0,1,1,0,0,0,1,20260421,20260426,547
0,1,1,0,0,1,0,20260407,20260411,643
0,1,1,0,0,1,0,20260428,20260502,741
0,1,1,0,0,1,1,20260405,20260427,981
0,1,1,0,0,1,1,20260418,20260422,28
0,1,1,0,1,0,0,20260407,20260410,407
0,1,1,0,1,0,0,20260416,20260426,353
0,1,1,0,1,0,1,20260407,20260424,913
0,1,1,0,1,1,0,20260407,20260412,817
0,1,1,0,1,1,1,20260404,20260411,666
0,1,1,0,1,1,1,20260404,20260429,515
0,1,1,0,1,1,1,20260404,20260430,550
0,1,1,0,1,1,1,20260405,20260411,253
0,1,1,0,1,1,1,20260405,20260426,972
0,1,1,0,1,1,1,20260406,20260414,364
0,1,1,0,1,1,1,20260410,20260429,705
0,1,1,0,1,1,1,20260428,20260503,357
0,1,1,1,0,0,0,20260407,20260409,34
0,1,1,1,0,0,0,20260407,20260409,369
0,1,1,1,0,0,0,20260407,20260409,987
0,1,1,1,0,0,0,20260407,20260413,1010
0,1,1,1,0,0,0,20260407,20260421,135
0,1,1,1,0,0,0,20260413,20260430,837
0,1,1,1,0,0,0,20260414,20260416,354
0,1,1,1,0,0,0,20260421,20260423,204
0,1,1,1,0,0,0,20260428,20260430,650
0,1,1,1,0,0,0,20260428,20260430,711
0,1,1,1,0,0,1,20260405,20260409,1054
0,1,1,1,0,0,1,20260405,20260412,415
0,1,1,1,0,0,1,20260405,20260503,749
0,1,1,1,0,0,1,20260406,20260423,635
0,1,1,1,0,0,1,20260414,20260430,251
0,1,1,1,0,1,0,20260404,20260409,1051
0,1,1,1,0,1,0,20260404,20260411,130
0,1,1,1,0,1,0,20260404,20260412,110
0,1,1,1,0,1,0,20260407,20260413,127
0,1,1,1,0,1,0,20260502,20260504,687
0,1,1,1,0,1,1,20260404,20260409,522
0,1,1,1,0,1,1,20260407,20260412,506
0,1,1,1,0,1,1,20260421,20260426,893
0,1,1,1,0,1,1,20260425,20260430,373
0,1,1,1,0,1,1,20260428,20260503,923
0,1,1,1,1,0,0,20260407,20260410,812
0,1,1,1,1,0,0,20260407,20260424,454
0,1,1,1,1,0,0,20260407,20260424,499
0,1,1,1,1,0,0,20260407,20260425,482
0,1,1,1,1,0,0,20260410,20260416,396
0,1,1,1,1,0,0,20260414,20260417,651
0,1,1,1,1,0,0,20260414,20260430,721
0,1,1,1,1,0,0,20260416,20260422,606
0,1,1,1,1,0,0,20260419,20260430,376
0,1,1,1,1,0,0,20260420,20260430,609
0,1,1,1,1,0,0,20260428,20260501,156
0,1,1,1,1,0,0,20260428,20260501,269
0,1,1,1,1,0,1,20260406,20260503,358
0,1,1,1,1,0,1,20260418,20260430,115
0,1,1,1,1,1,0,20260404,20260417,695
0,1,1,1,1,1,0,20260404,20260417,792
0,1,1,1,1,1,0,20260404,20260418,247
0,1,1,1,1,1,0,20260404,20260430,558
0,1,1,1,1,1,0,20260407,20260411,579
0,1,1,1,1,1,0,20260407,20260417,588
0,1,1,1,1,1,0,20260418,20260419,448
0,1,1,1,1,1,0,20260418,20260430,593
0,1,1,1,1,1,0,20260425,20260430,655
0,1,1,1,1,1,0,20260425,20260430,842
0,1,1,1,1,1,0,20260425,20260501,205
0,1,1,1,1,1,1,20260404,20260410,254
0,1,1,1,1,1,1,20260404,20260411,305
0,1,1,1,1,1,1,20260404,20260412,596
0,1,1,1,1,1,1,20260404,20260413,784
0,1,1,1,1,1,1,20260404,20260416,967
0,1,1,1,1,1,1,20260404,20260417,347
0,1,1,1,1,1,1,20260404,20260417,775
0,1,1,1,1,1,1,20260404,20260419,438
0,1,1,1,1,1,1,20260404,20260419,914
0,1,1,1,1,1,1,20260404,20260426,206
0,1,1,1,1,1,1,20260404,20260427,664
0,1,1,1,1,1,1,20260404,20260430,1021
0,1,1,1,1,1,1,20260404,20260430,501
0,1,1,1,1,1,1,20260404,20260430,737
0,1,1,1,1,1,1,20260404,20260430,850
0,1,1,1,1,1,1,20260405,20260417,29
0,1,1,1,1,1,1,20260407,20260412,106
0,1,1,1,1,1,1,20260407,20260414,420
0,1,1,1,1,1,1,20260411,20260430,535
0,1,1,1,1,1,1,20260418,20260424,386
0,1,1,1,1,1,1,20260418,20260430,417
0,1,1,1,1,1,1,20260426,20260504,1037
0,1,1,1,1,1,1,20260428,20260503,570
0,1,1,1,1,1,1,20260502,20260504,801
1,0,0,0,0,0,0,20260413,20260427,32
1,0,0,0,0,0,1,20260404,20260406,255
1,0,0,0,0,0,1,20260404,20260412,66
1,0,0,0,0,0,1,20260405,20260406,328
1,0,0,0,0,0,1,20260405,20260406,884
1,0,0,0,0,0,1,20260405,20260406,992
1,0,0,0,0,0,1,20260405,20260412,446
1,0,0,0,0,0,1,20260406,20260412,769
1,0,0,0,0,0,1,20260412,20260413,167
1,0,0,0,0,0,1,20260413,20260504,162
1,0,0,0,0,0,1,20260418,20260427,561
1,0,0,0,0,0,1,20260419,20260420,293
1,0,0,0,0,0,1,20260419,20260426,4
1,0,0,0,0,0,1,20260426,20260427,271
1,0,0,0,0,0,1,20260503,20260504,117
1,0,0,0,0,1,0,20260404,20260406,644
1,0,0,0,0,1,0,20260406,20260411,789
1,0,0,0,0,1,0,20260425,20260427,776
1,0,0,0,0,1,0,20260502,20260504,1009
1,0,0,0,0,1,1,20260404,20260406,641
1,0,0,0,0,1,1,20260404,20260411,385
1,0,0,0,0,1,1,20260404,20260412,872
1,0,0,0,0,1,1,20260404,20260414,313
1,0,0,0,0,1,1,20260404,20260417,838
1,0,0,0,0,1,1,20260404,20260504,551
1,0,0,0,0,1,1,20260406,20260412,599
1,0,0,0,0,1,1,20260420,20260503,991
1,0,0,0,0,1,1,20260425,20260427,877
1,0,0,0,0,1,1,20260425,20260504,1052
1,0,0,0,0,1,1,20260502,20260504,97
1,0,0,0,1,0,0,20260406,20260504,302
1,0,0,0,1,0,0,20260410,20260413,55
1,0,0,0,1,0,0,20260420,20260427,822
1,0,0,0,1,0,0,20260501,20260504,89
1,0,0,0,1,0,1,20260501,20260504,677
1,0,0,0,1,1,0,20260417,20260420,516
1,0,0,0,1,1,0,20260417,20260504,661
1,0,0,0,1,1,0,20260424,20260425,196
1,0,0,0,1,1,0,20260501,20260504,563
1,0,0,0,1,1,1,20260404,20260410,58
1,0,0,0,1,1,1,20260404,20260412,183
1,0,0,0,1,1,1,20260404,20260430,986
1,0,0,0,1,1,1,20260418,20260504,457
1,0,0,0,1,1,1,20260424,20260426,252
1,0,0,0,1,1,1,20260501,20260504,408
1,0,0,1,0,0,0,20260406,20260409,1030
1,0,0,1,0,0,0,20260409,20260413,224
1,0,0,1,0,0,0,20260413,20260416,960
1,0,0,1,0,0,0,20260427,20260430,267
1,0,0,1,0,0,0,20260430,20260504,121
1,0,0,1,0,0,1,20260426,20260430,352
1,0,0,1,0,1,1,20260406,20260412,614
1,0,0,1,0,1,1,20260430,20260504,198
1,0,0,1,1,0,0,20260404,20260430,656
1,0,0,1,1,0,0,20260420,20260424,568
1,0,0,1,1,0,0,20260420,20260430,78
1,0,0,1,1,0,0,20260423,20260427,989
1,0,0,1,1,1,0,20260406,20260412,297
1,0,0,1,1,1,0,20260417,20260502,146
1,0,0,1,1,1,0,20260418,20260427,908
1,0,0,1,1,1,1,20260404,20260430,63
1,0,0,1,1,1,1,20260416,20260420,98
1,0,0,1,1,1,1,20260418,20260430,249
1,0,0,1,1,1,1,20260420,20260430,702
1,0,1,0,0,0,0,20260406,20260408,12
1,0,1,0,0,0,0,20260406,20260415,649
1,0,1,0,0,0,0,20260408,20260413,35
1,0,1,0,0,0,0,20260413,20260415,525
1,0,1,0,0,0,0,20260413,20260424,359
1,0,1,0,0,0,0,20260420,20260422,794
1,0,1,0,0,0,1,20260405,20260504,566
1,0,1,0,0,0,1,20260406,20260412,864
1,0,1,0,0,1,1,20260420,20260427,680
1,0,1,0,0,1,1,20260425,20260429,2
1,0,1,0,0,1,1,20260502,20260503,310
1,0,1,0,1,0,0,20260415,20260420,906
1,0,1,0,1,0,0,20260424,20260504,594
1,0,1,0,1,0,1,20260405,20260419,343
1,0,1,0,1,0,1,20260406,20260412,418
1,0,1,0,1,1,1,20260429,20260504,828
1,0,1,1,0,0,0,20260406,20260409,909
1,0,1,1,0,0,0,20260406,20260416,512
1,0,1,1,0,0,0,20260406,20260416,701
1,0,1,1,0,0,0,20260407,20260416,973
1,0,1,1,0,0,0,20260419,20260430,758
1,0,1,1,0,0,0,20260422,20260427,345
1,0,1,1,0,0,1,20260429,20260504,919
1,0,1,1,0,1,1,20260418,20260504,317
1,0,1,1,1,0,0,20260407,20260415,1000
1,0,1,1,1,0,0,20260410,20260427,15
1,0,1,1,1,0,0,20260414,20260422,379
1,0,1,1,1,0,0,20260429,20260504,955
1,0,1,1,1,0,1,20260405,20260419,470
1,0,1,1,1,0,1,20260406,20260417,421
1,0,1,1,1,0,1,20260419,20260430,509
1,0,1,1,1,0,1,20260429,20260504,770
1,0,1,1,1,1,1,20260404,20260416,377
1,0,1,1,1,1,1,20260404,20260419,979
1,0,1,1,1,1,1,20260405,20260412,495
1,0,1,1,1,1,1,20260407,20260415,878
1,0,1,1,1,1,1,20260408,20260413,861
1,0,1,1,1,1,1,20260410,20260428,526
1,0,1,1,1,1,1,20260417,20260424,880
1,0,1,1,1,1,1,20260417,20260429,598
1,0,1,1,1,1,1,20260418,20260430,217
1,0,1,1,1,1,1,20260418,20260504,636
1,0,1,1,1,1,1,20260429,20260504,821
1,1,0,0,0,0,0,20260406,20260407,774
1,1,0,0,0,0,0,20260406,20260407,926
1,1,0,0,0,0,0,20260413,20260414,652
1,1,0,0,0,0,0,20260420,20260421,1039
1,1,0,0,0,0,0,20260420,20260421,491
1,1,0,0,0,0,0,20260427,20260428,920
1,1,0,0,0,0,1,20260404,20260417,188
1,1,0,0,0,0,1,20260405,20260407,452
1,1,0,0,0,0,1,20260406,20260412,157
1,1,0,0,0,0,1,20260419,20260421,178
1,1,0,0,0,0,1,20260426,20260428,1011
1,1,0,0,0,0,1,20260503,20260504,654
1,1,0,0,0,1,1,20260418,20260421,329
1,1,0,0,1,1,0,20260418,20260430,133
1,1,0,0,1,1,1,20260404,20260410,580
1,1,0,0,1,1,1,20260410,20260425,372
1,1,0,1,0,0,0,20260406,20260409,214
1,1,0,1,0,0,0,20260406,20260409,717
1,1,0,1,0,0,0,20260416,20260421,584
1,1,0,1,0,0,0,20260420,20260430,854
1,1,0,1,0,1,0,20260404,20260417,983
1,1,0,1,0,1,0,20260407,20260504,742
1,1,0,1,1,0,0,20260404,20260412,212
1,1,0,1,1,0,0,20260417,20260427,795
1,1,0,1,1,0,1,20260419,20260427,181
1,1,0,1,1,1,1,20260404,20260412,904
1,1,0,1,1,1,1,20260411,20260427,1044
1,1,1,0,0,0,0,20260404,20260408,33
1,1,1,0,0,0,0,20260406,20260408,84
1,1,1,0,0,0,0,20260406,20260412,49
1,1,1,0,0,0,0,20260406,20260421,852
1,1,1,0,0,0,0,20260407,20260422,787
1,1,1,0,0,0,0,20260408,20260427,213
1,1,1,0,0,0,0,20260413,20260415,332
1,1,1,0,0,0,0,20260413,20260430,180
1,1,1,0,0,0,0,20260418,20260422,380
1,1,1,0,0,0,0,20260420,20260422,318
1,1,1,0,0,0,0,20260420,20260422,47
1,1,1,0,0,0,0,20260420,20260422,868
1,1,1,0,0,0,0,20260420,20260427,1003
1,1,1,0,0,0,0,20260420,20260427,165
1,1,1,0,0,0,0,20260427,20260429,381
1,1,1,0,0,0,0,20260427,20260429,443
1,1,1,0,0,0,0,20260428,20260504,107
1,1,1,0,0,0,1,20260407,20260504,59
1,1,1,0,0,0,1,20260408,20260415,161
1,1,1,0,0,0,1,20260412,20260415,397
1,1,1,0,0,0,1,20260413,20260503,760
1,1,1,0,0,0,1,20260418,20260422,927
1,1,1,0,0,0,1,20260419,20260422,665
1,1,1,0,0,0,1,20260419,20260422,808
1,1,1,0,0,0,1,20260426,20260429,330
1,1,1,0,0,0,1,20260426,20260503,712
1,1,1,0,0,1,0,20260404,20260408,577
1,1,1,0,0,1,0,20260411,20260415,841
1,1,1,0,0,1,0,20260418,20260422,91
1,1,1,0,0,1,1,20260406,20260412,311
1,1,1,0,0,1,1,20260412,20260502,90
1,1,1,0,0,1,1,20260413,20260426,637
1,1,1,0,0,1,1,20260418,20260422,1024
1,1,1,0,0,1,1,20260418,20260503,70
1,1,1,0,0,1,1,20260418,20260504,959
1,1,1,0,0,1,1,20260420,20260426,988
1,1,1,0,0,1,1,20260425,20260429,796
1,1,1,0,1,0,0,20260406,20260410,1032
1,1,1,0,1,0,0,20260406,20260419,843
1,1,1,0,1,0,0,20260407,20260422,896
1,1,1,0,1,0,0,20260407,20260430,875
1,1,1,0,1,0,0,20260410,20260425,518
1,1,1,0,1,0,0,20260410,20260429,1034
1,1,1,0,1,0,0,20260417,20260430,829
1,1,1,0,1,0,0,20260420,20260424,244
1,1,1,0,1,0,1,20260412,20260426,378
1,1,1,0,1,1,0,20260418,20260427,830
1,1,1,0,1,1,1,20260404,20260428,768
1,1,1,0,1,1,1,20260405,20260417,719
1,1,1,0,1,1,1,20260405,20260419,461
1,1,1,0,1,1,1,20260407,20260430,729
1,1,1,0,1,1,1,20260410,20260430,949
1,1,1,0,1,1,1,20260417,20260422,678
1,1,1,0,1,1,1,20260419,20260425,360
1,1,1,0,1,1,1,20260420,20260426,777
1,1,1,0,1,1,1,20260420,20260427,1004
1,1,1,1,0,0,0,20260404,20260417,900
1,1,1,1,0,0,0,20260404,20260427,1022
1,1,1,1,0,0,0,20260406,20260409,1042
1,1,1,1,0,0,0,20260406,20260409,720
1,1,1,1,0,0,0,20260406,20260416,911
1,1,1,1,0,0,0,20260406,20260417,76
1,1,1,1,0,0,0,20260406,20260421,905
1,1,1,1,0,0,0,20260407,20260413,158
1,1,1,1,0,0,0,20260407,20260416,406
1,1,1,1,0,0,0,20260407,20260417,93
1,1,1,1,0,0,0,20260407,20260423,333
1,1,1,1,0,0,0,20260407,20260504,917
1,1,1,1,0,0,0,20260407,20260504,978
1,1,1,1,0,0,0,20260408,20260504,287
1,1,1,1,0,0,0,20260409,20260415,209
1,1,1,1,0,0,0,20260409,20260429,640
1,1,1,1,0,0,0,20260413,20260416,45
