route_pair,origin_iata,destination_iata,origin_city,destination_city,origin_country,destination_country,origin_latitude,origin_longitude,destination_latitude,destination_longitude,air_distance_km,airline_count,airlines,equipment
FCO-ATH,FCO,ATH,Rome,Spata-Artemida,IT,GR,41.804532,12.251998,37.936401,23.9445,1085.4,5,"A3,AZ,OA,U2,US","319,320,32S 321 319"
PRG-ARN,PRG,ARN,Prague,Stockholm,CZ,SE,50.100874,14.259911,59.64849,17.928829,1086.9,5,"DY,KE,OK,QS,SK","319,73H,73H 717"
ORY-OPO,ORY,OPO,"Paris (Orly, Val-de-Marne)",Porto,FR,PT,48.729499,2.358963,41.2481002808,-8.68138980865,1200.2,5,"IB,TO,TP,VY,ZI","320,320 319,73H"
OPO-ORY,OPO,ORY,Porto,"Paris (Orly, Val-de-Marne)",PT,FR,41.2481002808,-8.68138980865,48.729499,2.358963,1200.2,5,"IB,TO,TP,VY,ZI","320,320 319,73H"
MUC-CTA,MUC,CTA,Munich,Catania,DE,IT,48.353802,11.7861,37.466801,15.0664,1239.4,5,"AB,AY,IG,KM,LH","319,320,320 321 738,321 320,E95 321"
CTA-MUC,CTA,MUC,Catania,Munich,IT,DE,37.466801,15.0664,48.353802,11.7861,1239.4,5,"AB,AY,IG,KM,LH","319,320,320 321 738,738,E95 321"
BCN-AMS,BCN,AMS,Barcelona,Amsterdam,ES,NL,41.2971,2.07846,52.308601,4.76389,1241.1,5,"HV,IB,KL,MU,VY","320,737,73H 73W"
AMS-BCN,AMS,BCN,Amsterdam,Barcelona,NL,ES,52.308601,4.76389,41.2971,2.07846,1241.1,5,"HV,IB,KL,MU,VY","320,737,73H 73W"
CGN-PMI,CGN,PMI,Köln (Cologne),Palma de Mallorca,DE,ES,50.865898,7.14274,39.551701,2.73881,1303.9,5,"4U,AB,DE,FR,X3","320 319,332 738 320,738,73H,757"
PMI-CGN,PMI,CGN,Palma de Mallorca,Köln (Cologne),ES,DE,39.551701,2.73881,50.865898,7.14274,1303.9,5,"4U,AB,DE,FR,X3","320 319,738,738 332 320,73H,757"
GVA-OPO,GVA,OPO,Geneva,Porto,CH,PT,46.238098,6.10895,41.2481002808,-8.68138980865,1308.6,5,"A3,AY,LX,TP,U2","319,319 320,320 319"
BRU-MAD,BRU,MAD,Zaventem,Madrid,BE,ES,50.901402,4.48444,40.493407,-3.572249,1313.8,5,"AM,HU,IB,SN,UX","319,319 AR1,321 320,E90"
MAD-BRU,MAD,BRU,Madrid,Zaventem,ES,BE,40.493407,-3.572249,50.901402,4.48444,1313.8,5,"AM,HU,IB,SN,UX","319,320 319 AR1,321 320,E90"
STR-CTA,STR,CTA,Stuttgart,Catania,DE,IT,48.689899,9.22196,37.466801,15.0664,1334.2,5,"4U,AB,AP,AZ,IG","319,320,738 320"
CTA-STR,CTA,STR,Catania,Stuttgart,IT,DE,37.466801,15.0664,48.689899,9.22196,1334.2,5,"4U,AB,AP,AZ,IG","319,320,738 320"
DUS-PMI,DUS,PMI,Düsseldorf,Palma de Mallorca,DE,ES,51.289501,6.76678,39.551701,2.73881,1342.0,5,"4U,AB,DE,HK,X3","320,332 738 321 320,73H,757"
PMI-DUS,PMI,DUS,Palma de Mallorca,Düsseldorf,ES,DE,39.551701,2.73881,51.289501,6.76678,1342.0,5,"4U,AB,DE,HK,X3","320,332 321 738 320,73H,757"
PRG-BCN,PRG,BCN,Prague,Barcelona,CZ,ES,50.100874,14.259911,41.2971,2.07846,1358.0,5,"IB,OK,QS,UX,VY","319 320 738,319 738,320,320 319,32S"
BCN-PRG,BCN,PRG,Barcelona,Prague,ES,CZ,41.2971,2.07846,50.100874,14.259911,1358.0,5,"IB,OK,QS,UX,VY","319 320 738,319 738,320,320 319,32S"
BRS-PMI,BRS,PMI,Bristol,Palma de Mallorca,GB,ES,51.382326,-2.716453,39.551701,2.73881,1381.6,5,"FR,TCX,TO,TOM,U2","320,320 319,738,75W"
ORY-LIS,ORY,LIS,"Paris (Orly, Val-de-Marne)",Lisbon,FR,PT,48.729499,2.358963,38.7813,-9.13592,1437.6,5,"IB,TO,TP,VY,ZI","319 320,319 321 320 100,320,73H 320"
LIS-ORY,LIS,ORY,Lisbon,"Paris (Orly, Val-de-Marne)",PT,FR,38.7813,-9.13592,48.729499,2.358963,1437.6,5,"IB,TO,TP,VY,ZI","319 320,320,321 319 320 100,73H 320"
LHR-WAW,LHR,WAW,London,Warsaw,GB,PL,51.470748,-0.459909,52.165699,20.9671,1469.5,5,"AA,BA,IB,LO,NH","320,734,734 E95"
WAW-LHR,WAW,LHR,Warsaw,London,PL,GB,52.165699,20.9671,51.470748,-0.459909,1469.5,5,"AA,BA,IB,LO,NH","320,734,734 E95"
BRU-OPO,BRU,OPO,Zaventem,Porto,BE,PT,50.901402,4.48444,41.2481002808,-8.68138980865,1473.4,5,"FR,IB,SN,TP,VY","319,319 100 ER4,320,738"
OPO-BRU,OPO,BRU,Porto,Zaventem,PT,BE,41.2481002808,-8.68138980865,50.901402,4.48444,1473.4,5,"FR,IB,SN,TP,VY","100 319 ER4,319,320,738"
PMI-BHX,PMI,BHX,Palma de Mallorca,"Birmingham, West Midlands",ES,GB,39.551701,2.73881,52.453899,-1.74803,1475.2,5,"FR,TCX,TO,TOM,ZB","320 321,738,752,75W,75W 73H"
BHX-PMI,BHX,PMI,"Birmingham, West Midlands",Palma de Mallorca,GB,ES,52.453899,-1.74803,39.551701,2.73881,1475.2,5,"FR,TCX,TO,TOM,ZB","320 321,738,752,75W,75W 73H"
GVA-LIS,GVA,LIS,Geneva,Lisbon,CH,PT,46.238098,6.10895,38.7813,-9.13592,1495.7,5,"AY,LX,TP,U2,US","319 320,320 319,320 319 321"
LCY-RTM,LCY,RTM,London,Rotterdam,GB,NL,51.505299,0.055278,51.956902,4.43722,305.9,4,"AF,BA,KL,WX","F50 AR8,F50 ARJ,S20"
RTM-LCY,RTM,LCY,Rotterdam,London,NL,GB,51.956902,4.43722,51.505299,0.055278,305.9,4,"AF,BA,KL,WX","F50 AR8,F50 ARJ,S20"
LCY-AMS,LCY,AMS,London,Amsterdam,GB,NL,51.505299,0.055278,52.308601,4.76389,335.1,4,"AF,BA,KL,WX","AR8,ARJ,E90 E70"
AMS-LCY,AMS,LCY,Amsterdam,London,NL,GB,52.308601,4.76389,51.505299,0.055278,335.1,4,"AF,BA,KL,WX","AR8,ARJ,E90 E70"
OSL-AAL,OSL,AAL,Oslo (Gardermoen),Aalborg,NO,DK,60.193901,11.1004,57.094763,9.84993,352.1,4,"AY,BA,M3,SK","73H 73G,J31,J31 FRJ,SWM"
FRA-AMS,FRA,AMS,Frankfurt am Main,Amsterdam,DE,NL,50.026706,8.55835,52.308601,4.76389,366.5,4,"ET,KL,LH,MU","733,735 320 319 733 32A 321,EMJ,EMJ F70"
AMS-FRA,AMS,FRA,Amsterdam,Frankfurt am Main,NL,DE,52.308601,4.76389,50.026706,8.55835,366.5,4,"ET,KL,LH,MU","32A 319,733 735 320 319 32A 321,EMJ F70"
MRS-MXP,MRS,MXP,"Marignane, Bouches-du-Rhône",Ferno (VA),FR,IT,43.438088,5.2125,45.6306,8.72811,370.2,4,"AF,AZ,T7,XK","AT7,BEH"
MXP-MRS,MXP,MRS,Ferno (VA),"Marignane, Bouches-du-Rhône",IT,FR,45.6306,8.72811,43.438088,5.2125,370.2,4,"AF,AZ,T7,XK","AT7,BEH"
PRG-FRA,PRG,FRA,Prague,Frankfurt am Main,CZ,DE,50.100874,14.259911,50.026706,8.55835,407.0,4,"ET,LH,OK,QS","320 321,321 733 32A 320,AT7 319"
FRA-PRG,FRA,PRG,Frankfurt am Main,Prague,DE,CZ,50.026706,8.55835,50.100874,14.259911,407.0,4,"ET,LH,OK,QS","321,321 733 32A 320,AT7 319"
VAA-ARN,VAA,ARN,Vaasa,Stockholm,FI,SE,63.05023,21.762543,59.64849,17.928829,429.8,4,"CA,DY,SK,TG","73H,AT7,AT7 S20,S20"
ARN-VAA,ARN,VAA,Stockholm,Vaasa,SE,FI,59.64849,17.928829,63.05023,21.762543,429.8,4,"CA,DY,SK,TG","73H,S20,S20 AT7"
GVA-FRA,GVA,FRA,Geneva,Frankfurt am Main,CH,DE,46.238098,6.10895,50.026706,8.55835,458.8,4,"ET,KU,LH,LX","340,735,735 CR7,735 CR7 E90"
FRA-GVA,FRA,GVA,Frankfurt am Main,Geneva,DE,CH,50.026706,8.55835,46.238098,6.10895,458.8,4,"ET,KU,LH,LX","340,CR7 735 E90,E90 CR7"
FRA-LIN,FRA,LIN,Frankfurt am Main,Segrate (MI),DE,IT,50.026706,8.55835,45.445099,9.27674,512.3,4,"AZ,EN,LH,SN","320 319,321 E90 320 319 32A,E75"
LIN-FRA,LIN,FRA,Segrate (MI),Frankfurt am Main,IT,DE,45.445099,9.27674,50.026706,8.55835,512.3,4,"AZ,EN,LH,SN","320 319,320 321 E90 319 32A,E75"
SOF-ATH,SOF,ATH,Sofia,Spata-Artemida,BG,GR,42.696357,23.417671,37.936401,23.9445,531.2,4,"A3,FB,KM,OA","320,DH4,E90"
ATH-SOF,ATH,SOF,Spata-Artemida,Sofia,GR,BG,37.936401,23.9445,42.696357,23.417671,531.2,4,"A3,FB,KM,OA","320,DH4,E90"
BRU-GVA,BRU,GVA,Zaventem,Geneva,BE,CH,50.901402,4.48444,46.238098,6.10895,532.1,4,"HU,LX,SN,U2","319,320 319,320 319 AR1"
GVA-BRU,GVA,BRU,Geneva,Zaventem,CH,BE,46.238098,6.10895,50.901402,4.48444,532.1,4,"HU,LX,SN,U2","319 320 AR1,320,320 319"
BRU-LYS,BRU,LYS,Zaventem,"Colombier-Saugnieu, Rhône",BE,FR,50.901402,4.48444,45.725996,5.090139,577.2,4,"A5,AF,SN,U2","319,AR1 319 320,ER4"
LYS-BRU,LYS,BRU,"Colombier-Saugnieu, Rhône",Zaventem,FR,BE,45.725996,5.090139,50.901402,4.48444,577.2,4,"A5,AF,SN,U2","319,AR1 319 320,ER4"
CDG-MAN,CDG,MAN,"Paris (Roissy-en-France, Val-d'Oise)","Manchester, Greater Manchester",FR,GB,49.00896,2.554117,53.349375,-2.279521,588.3,4,"AF,AZ,BE,LS","320 321,321 320,733,E75 DH4"
MAN-CDG,MAN,CDG,"Manchester, Greater Manchester","Paris (Roissy-en-France, Val-d'Oise)",GB,FR,53.349375,-2.279521,49.00896,2.554117,588.3,4,"AF,AZ,BE,LS","321 320,733,E75 DH4"
DUS-CPH,DUS,CPH,Düsseldorf,Copenhagen,DE,DK,51.289501,6.76678,55.617900848389,12.656000137329,619.0,4,"AB,AY,LH,SK","319 320 DH4 738,CR9 CR2"
CPH-DUS,CPH,DUS,Copenhagen,Düsseldorf,DK,DE,55.617900848389,12.656000137329,51.289501,6.76678,619.0,4,"AB,AY,LH,SK","319 320 DH4 738,CR9 CR2"
PRG-CPH,PRG,CPH,Prague,Copenhagen,CZ,DK,50.100874,14.259911,55.617900848389,12.656000137329,622.8,4,"DY,OK,QS,SK","319,320 CR9,73H"
CPH-PRG,CPH,PRG,Copenhagen,Prague,DK,CZ,55.617900848389,12.656000137329,50.100874,14.259911,622.8,4,"DY,OK,QS,SK","319,320 CR9,73H"
FRA-LHR,FRA,LHR,Frankfurt am Main,London,DE,GB,50.026706,8.55835,51.470748,-0.459909,654.0,4,"AA,AB,BA,LH","320 767 319,32A 319 320 321 733"
LHR-FRA,LHR,FRA,London,Frankfurt am Main,GB,DE,51.470748,-0.459909,50.026706,8.55835,654.0,4,"AA,AB,BA,LH","319 320,319 320 32A 321 733,767 319 320"
BRU-MXP,BRU,MXP,Zaventem,Ferno (VA),BE,IT,50.901402,4.48444,45.6306,8.72811,664.7,4,"HU,LH,SN,U2","319,319 AR1,AR1"
MXP-BRU,MXP,BRU,Ferno (VA),Zaventem,IT,BE,45.6306,8.72811,50.901402,4.48444,664.7,4,"HU,LH,SN,U2","319,319 AR1"
FRA-CPH,FRA,CPH,Frankfurt am Main,Copenhagen,DE,DK,50.026706,8.55835,55.617900848389,12.656000137329,679.7,4,"CA,ET,LH,SK","319 321 320,319 733 32A 321 320,320 319 321,320 32A 319 321 CR9"
CPH-FRA,CPH,FRA,Copenhagen,Frankfurt am Main,DK,DE,55.617900848389,12.656000137329,50.026706,8.55835,679.7,4,"CA,ET,LH,SK","320 319 CR9,320 32A 319 321 CR9,321 320,32A 319 733 321 320"
FCO-MLA,FCO,MLA,Rome,Valletta,IT,MT,41.804532,12.251998,35.845932,14.491546,690.3,4,"AZ,EY,IG,KM","319,320 319,32S,32S 320"
GVA-FCO,GVA,FCO,Geneva,Rome,CH,IT,46.238098,6.10895,41.804532,12.251998,695.5,4,"AZ,F7,LX,U2","319 320,32S E75 319 E90,AT7"
FCO-GVA,FCO,GVA,Rome,Geneva,IT,CH,41.804532,12.251998,46.238098,6.10895,695.5,4,"AZ,F7,LX,U2","319 320,32S E75 319 E90,AT7"
BRU-PRG,BRU,PRG,Zaventem,Prague,BE,CZ,50.901402,4.48444,50.100874,14.259911,696.6,4,"OK,QS,SN,UA","319,319 DH4,DH4"
PRG-BRU,PRG,BRU,Prague,Zaventem,CZ,BE,50.100874,14.259911,50.901402,4.48444,696.6,4,"OK,QS,SN,UA","319,319 DH4,DH4"
BRU-LIN,BRU,LIN,Zaventem,Segrate (MI),BE,IT,50.901402,4.48444,45.445099,9.27674,702.8,4,"AZ,LH,LX,SN","AR1 319,E75 E90"
LIN-BRU,LIN,BRU,Segrate (MI),Zaventem,IT,BE,45.445099,9.27674,50.901402,4.48444,702.8,4,"AZ,LH,LX,SN","AR1 319,E75 E90"
PRG-AMS,PRG,AMS,Prague,Amsterdam,CZ,NL,50.100874,14.259911,52.308601,4.76389,705.0,4,"KL,OK,QS,U2","319,EMJ F70 737"
AMS-PRG,AMS,PRG,Amsterdam,Prague,NL,CZ,52.308601,4.76389,50.100874,14.259911,705.0,4,"KL,OK,QS,U2","319,F70 EMJ 737"
BCN-MXP,BCN,MXP,Barcelona,Ferno (VA),ES,IT,41.2971,2.07846,45.6306,8.72811,720.8,4,"IB,SQ,U2,VY","320,320 319,77W"
MXP-BCN,MXP,BCN,Ferno (VA),Barcelona,IT,ES,45.6306,8.72811,41.2971,2.07846,720.8,4,"IB,SQ,U2,VY","320,320 319,77W"
LYS-FCO,LYS,FCO,"Colombier-Saugnieu, Rhône",Rome,FR,IT,45.725996,5.090139,41.804532,12.251998,721.3,4,"A5,AF,AZ,U2","319,CRK"
FCO-LYS,FCO,LYS,Rome,"Colombier-Saugnieu, Rhône",IT,FR,41.804532,12.251998,45.725996,5.090139,721.3,4,"A5,AF,AZ,U2","319,CRK"
BIO-LIS,BIO,LIS,Bilbao,Lisbon,ES,PT,43.301102,-2.91061,38.7813,-9.13592,724.3,4,"S4,TP,U2,US","319,ER4 100"
HAM-LHR,HAM,LHR,Hamburg,London,DE,GB,53.630402,9.98823,51.470748,-0.459909,745.3,4,"4U,AA,AB,BA","319 CRJ,320 319 321"
LHR-HAM,LHR,HAM,London,Hamburg,GB,DE,51.470748,-0.459909,53.630402,9.98823,745.3,4,"4U,AA,AB,BA","319 321 320,319 CRJ,321 319 320"
BRU-CPH,BRU,CPH,Zaventem,Copenhagen,BE,DK,50.901402,4.48444,55.617900848389,12.656000137329,754.4,4,"HU,SK,SN,TF","319,319 320 CR9 321,319 AR1,AR1"
CPH-BRU,CPH,BRU,Copenhagen,Zaventem,DK,BE,55.617900848389,12.656000137329,50.901402,4.48444,754.4,4,"HU,SK,SN,TF","319,319 AR1,320 CR9 321 319,AR1"
