shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
"7-CG113-034-0083",39.304598,8.965811,6,
"7-CG112-035-0083",39.304598,8.965811,1,
"7-CG112-035-0083",39.30417,8.940507,2,
"7-CG112-035-0083",39.297006,8.813079,3,
"7-CG112-035-0083",39.294813,8.641988,4,
"7-CG112-035-0083",39.169508,8.509185,5,
"7-CG112-035-0083",39.163526,8.513212,6,
"7-CG111-036-0083",39.310571,8.539796,1,
"7-CG111-036-0083",39.294813,8.641988,2,
"7-CG111-036-0083",39.297006,8.813079,3,
"7-CG111-036-0083",39.30417,8.940507,4,
"7-CG111-036-0083",39.304598,8.965811,5,
"7-CG110-037-0083",39.304598,8.965811,1,
"7-CG110-037-0083",39.30417,8.940507,2,
"7-CG110-037-0083",39.297006,8.813079,3,
"7-CG110-037-0083",39.294813,8.641988,4,
"7-CG110-037-0083",39.310571,8.539796,5,
"7-CG109-038-0083",39.163526,8.513212,1,
"7-CG109-038-0083",39.169508,8.509185,2,
"7-CG109-038-0083",39.294813,8.641988,3,
"7-CG109-038-0083",39.297006,8.813079,4,
"7-CG109-038-0083",39.30417,8.940507,5,
"7-CG109-038-0083",39.304598,8.965811,6,
"7-CG108-039-0083",39.304598,8.965811,1,
"7-CG108-039-0083",39.30417,8.940507,2,
"7-CG108-039-0083",39.297006,8.813079,3,
"7-CG108-039-0083",39.294813,8.641988,4,
"7-CG108-039-0083",39.169508,8.509185,5,
"7-CG108-039-0083",39.163526,8.513212,6,
"7-CG107-03A-0083",39.310571,8.539796,1,
"7-CG107-03A-0083",39.294813,8.641988,2,
"7-CG107-03A-0083",39.297006,8.813079,3,
"7-CG107-03A-0083",39.30417,8.940507,4,
"7-CG107-03A-0083",39.304598,8.965811,5,
"7-CG106-03B-0083",39.304598,8.965811,1,
"7-CG106-03B-0083",39.30417,8.940507,2,
"7-CG106-03B-0083",39.297006,8.813079,3,
"7-CG106-03B-0083",39.294813,8.641988,4,
"7-CG106-03B-0083",39.310571,8.539796,5,
"7-CG105-03C-0083",39.163526,8.513212,1,
"7-CG105-03C-0083",39.169508,8.509185,2,
"7-CG105-03C-0083",39.294813,8.641988,3,
"7-CG105-03C-0083",39.297006,8.813079,4,
"7-CG105-03C-0083",39.30417,8.940507,5,
"7-CG105-03C-0083",39.304598,8.965811,6,
"7-CG104-03D-0083",39.304598,8.965811,1,
"7-CG104-03D-0083",39.30417,8.940507,2,
"7-CG104-03D-0083",39.297006,8.813079,3,
"7-CG104-03D-0083",39.294813,8.641988,4,
"7-CG104-03D-0083",39.169508,8.509185,5,
"7-CG104-03D-0083",39.163526,8.513212,6,
"7-CG103-03E-0083",39.310571,8.539796,1,
"7-CG103-03E-0083",39.294813,8.641988,2,
"7-CG103-03E-0083",39.297006,8.813079,3,
"7-CG103-03E-0083",39.30417,8.940507,4,
"7-CG103-03E-0083",39.304598,8.965811,5,
"7-CG102-03F-0083",39.304598,8.965811,1,
"7-CG102-03F-0083",39.30417,8.940507,2,
"7-CG102-03F-0083",39.297006,8.813079,3,
"7-CG102-03F-0083",39.294813,8.641988,4,
"7-CG102-03F-0083",39.310571,8.539796,5,
"7-CG101-040-0083",39.163526,8.513212,1,
"7-CG101-040-0083",39.169508,8.509185,2,
"7-CG101-040-0083",39.294813,8.641988,3,
"7-CG101-040-0083",39.297006,8.813079,4,
"7-CG101-040-0083",39.30417,8.940507,5,
"7-CG101-040-0083",39.304598,8.965811,6,
"7-CG100-041-0083",39.304598,8.965811,1,
"7-CG100-041-0083",39.30417,8.940507,2,
"7-CG100-041-0083",39.297006,8.813079,3,
"7-CG100-041-0083",39.294813,8.641988,4,
"7-CG100-041-0083",39.169508,8.509185,5,
"7-CG100-041-0083",39.163526,8.513212,6,
"7-CG099-042-0083",39.310571,8.539796,1,
"7-CG099-042-0083",39.294813,8.641988,2,
"7-CG099-042-0083",39.297006,8.813079,3,
"7-CG099-042-0083",39.30417,8.940507,4,
"7-CG099-042-0083",39.304598,8.965811,5,
"7-CG098-043-0083",39.304598,8.965811,1,
"7-CG098-043-0083",39.30417,8.940507,2,
"7-CG098-043-0083",39.297006,8.813079,3,
"7-CG098-043-0083",39.294813,8.641988,4,
"7-CG098-043-0083",39.310571,8.539796,5,
"7-CG097-044-0083",39.163526,8.513212,1,
"7-CG097-044-0083",39.169508,8.509185,2,
"7-CG097-044-0083",39.294813,8.641988,3,
"7-CG097-044-0083",39.297006,8.813079,4,
"7-CG097-044-0083",39.30417,8.940507,5,
"7-CG097-044-0083",39.304598,8.965811,6,
"7-CG096-045-0083",39.304598,8.965811,1,
"7-CG096-045-0083",39.30417,8.940507,2,
"7-CG096-045-0083",39.297006,8.813079,3,
"7-CG096-045-0083",39.294813,8.641988,4,
"7-CG096-045-0083",39.310571,8.539796,5,
"7-CG095-046-0083",39.310571,8.539796,1,
"7-CG095-046-0083",39.294813,8.641988,2,
"7-CG095-046-0083",39.297006,8.813079,3,
"7-CG095-046-0083",39.30417,8.940507,4,
"7-CG095-046-0083",39.304598,8.965811,5,
"7-CG094-047-0083",39.304598,8.965811,1,
"7-CG094-047-0083",39.30417,8.940507,2,
"7-CG094-047-0083",39.297006,8.813079,3,
"7-CG094-047-0083",39.294813,8.641988,4,
"7-CG094-047-0083",39.169508,8.509185,5,
"7-CG094-047-0083",39.163526,8.513212,6,
"7-CG093-048-0083",39.163526,8.513212,1,
"7-CG093-048-0083",39.169508,8.509185,2,
"7-CG093-048-0083",39.294813,8.641988,3,
"7-CG093-048-0083",39.297006,8.813079,4,
"7-CG093-048-0083",39.30417,8.940507,5,
"7-CG093-048-0083",39.304598,8.965811,6,
"7-CG092-049-0083",39.304598,8.965811,1,
"7-CG092-049-0083",39.30417,8.940507,2,
"7-CG092-049-0083",39.297006,8.813079,3,
"7-CG092-049-0083",39.294813,8.641988,4,
"7-CG092-049-0083",39.169508,8.509185,5,
"7-CG092-049-0083",39.163526,8.513212,6,
"7-CG091-04A-0083",39.310571,8.539796,1,
"7-CG091-04A-0083",39.294813,8.641988,2,
"7-CG091-04A-0083",39.297006,8.813079,3,
"7-CG091-04A-0083",39.30417,8.940507,4,
"7-CG091-04A-0083",39.304598,8.965811,5,
"7-CG090-04B-0083",39.304598,8.965811,1,
"7-CG090-04B-0083",39.30417,8.940507,2,
"7-CG090-04B-0083",39.297006,8.813079,3,
"7-CG090-04B-0083",39.294813,8.641988,4,
"7-CG090-04B-0083",39.310571,8.539796,5,
"7-CG089-04C-0083",39.163526,8.513212,1,
"7-CG089-04C-0083",39.169508,8.509185,2,
"7-CG089-04C-0083",39.294813,8.641988,3,
"7-CG089-04C-0083",39.297006,8.813079,4,
"7-CG089-04C-0083",39.30417,8.940507,5,
"7-CG089-04C-0083",39.304598,8.965811,6,
"7-CG088-04D-0083",39.304598,8.965811,1,
"7-CG088-04D-0083",39.30417,8.940507,2,
"7-CG088-04D-0083",39.297006,8.813079,3,
"7-CG088-04D-0083",39.294813,8.641988,4,
"7-CG088-04D-0083",39.310571,8.539796,5,
"7-CG087-04E-0083",39.163526,8.513212,1,
"7-CG087-04E-0083",39.169508,8.509185,2,
"7-CG087-04E-0083",39.294813,8.641988,3,
"7-CG087-04E-0083",39.297006,8.813079,4,
"7-CG087-04E-0083",39.30417,8.940507,5,
"7-CG087-04E-0083",39.304598,8.965811,6,
"7-CG086-04F-0083",39.304598,8.965811,1,
"7-CG086-04F-0083",39.30417,8.940507,2,
"7-CG086-04F-0083",39.297006,8.813079,3,
"7-CG086-04F-0083",39.294813,8.641988,4,
"7-CG086-04F-0083",39.169508,8.509185,5,
"7-CG086-04F-0083",39.163526,8.513212,6,
"7-CG084-050-0083",39.304598,8.965811,1,
"7-CG084-050-0083",39.30417,8.940507,2,
"7-CG084-050-0083",39.297006,8.813079,3,
"7-CG084-050-0083",39.294813,8.641988,4,
"7-CG084-050-0083",39.169508,8.509185,5,
"7-CG084-050-0083",39.163526,8.513212,6,
"7-CG083-051-0083",39.310571,8.539796,1,
"7-CG083-051-0083",39.294813,8.641988,2,
"7-CG083-051-0083",39.297006,8.813079,3,
"7-CG083-051-0083",39.30417,8.940507,4,
"7-CG083-051-0083",39.304598,8.965811,5,
"7-CG082-052-0083",39.304598,8.965811,1,
"7-CG082-052-0083",39.30417,8.940507,2,
"7-CG082-052-0083",39.297006,8.813079,3,
"7-CG082-052-0083",39.294813,8.641988,4,
"7-CG082-052-0083",39.310571,8.539796,5,
"7-CG081-053-0083",39.163526,8.513212,1,
"7-CG081-053-0083",39.169508,8.509185,2,
"7-CG081-053-0083",39.294813,8.641988,3,
"7-CG081-053-0083",39.297006,8.813079,4,
"7-CG081-053-0083",39.30417,8.940507,5,
"7-CG081-053-0083",39.304598,8.965811,6,
"7-CG080-054-0083",39.304598,8.965811,1,
"7-CG080-054-0083",39.30417,8.940507,2,
"7-CG080-054-0083",39.297006,8.813079,3,
"7-CG080-054-0083",39.294813,8.641988,4,
"7-CG080-054-0083",39.169508,8.509185,5,
"7-CG080-054-0083",39.163526,8.513212,6,
"7-CG078-055-0083",39.304598,8.965811,1,
"7-CG078-055-0083",39.30417,8.940507,2,
"7-CG078-055-0083",39.297006,8.813079,3,
"7-CG078-055-0083",39.294813,8.641988,4,
"7-CG078-055-0083",39.310571,8.539796,5,
"7-CG077-056-0083",39.310571,8.539796,1,
"7-CG077-056-0083",39.294813,8.641988,2,
"7-CG077-056-0083",39.297006,8.813079,3,
"7-CG077-056-0083",39.30417,8.940507,4,
"7-CG077-056-0083",39.304598,8.965811,5,
"7-CG076-057-0083",39.304598,8.965811,1,
"7-CG076-057-0083",39.30417,8.940507,2,
"7-CG076-057-0083",39.297006,8.813079,3,
"7-CG076-057-0083",39.294813,8.641988,4,
"7-CG076-057-0083",39.169508,8.509185,5,
"7-CG076-057-0083",39.163526,8.513212,6,
"7-CG075-058-0083",39.163526,8.513212,1,
"7-CG075-058-0083",39.169508,8.509185,2,
"7-CG075-058-0083",39.294813,8.641988,3,
"7-CG075-058-0083",39.297006,8.813079,4,
"7-CG075-058-0083",39.30417,8.940507,5,
"7-CG075-058-0083",39.304598,8.965811,6,
"7-CG074-059-0083",39.304598,8.965811,1,
"7-CG074-059-0083",39.30417,8.940507,2,
"7-CG074-059-0083",39.297006,8.813079,3,
"7-CG074-059-0083",39.294813,8.641988,4,
"7-CG074-059-0083",39.310571,8.539796,5,
"7-CG073-05A-0083",39.310571,8.539796,1,
"7-CG073-05A-0083",39.294813,8.641988,2,
"7-CG073-05A-0083",39.297006,8.813079,3,
"7-CG073-05A-0083",39.30417,8.940507,4,
"7-CG073-05A-0083",39.304598,8.965811,5,
"7-CG072-05B-0083",39.304598,8.965811,1,
"7-CG072-05B-0083",39.30417,8.940507,2,
"7-CG072-05B-0083",39.297006,8.813079,3,
"7-CG072-05B-0083",39.294813,8.641988,4,
"7-CG072-05B-0083",39.169508,8.509185,5,
"7-CG072-05B-0083",39.163526,8.513212,6,
"7-CG071-05C-0083",39.163526,8.513212,1,
"7-CG071-05C-0083",39.169508,8.509185,2,
"7-CG071-05C-0083",39.294813,8.641988,3,
"7-CG071-05C-0083",39.297006,8.813079,4,
"7-CG071-05C-0083",39.30417,8.940507,5,
"7-CG071-05C-0083",39.304598,8.965811,6,
"7-CG070-05D-0083",39.304598,8.965811,1,
"7-CG070-05D-0083",39.30417,8.940507,2,
"7-CG070-05D-0083",39.297006,8.813079,3,
"7-CG070-05D-0083",39.294813,8.641988,4,
"7-CG070-05D-0083",39.169508,8.509185,5,
"7-CG070-05D-0083",39.163526,8.513212,6,
"7-CG069-05E-0083",39.310571,8.539796,1,
"7-CG069-05E-0083",39.294813,8.641988,2,
"7-CG069-05E-0083",39.297006,8.813079,3,
"7-CG069-05E-0083",39.30417,8.940507,4,
"7-CG069-05E-0083",39.304598,8.965811,5,
"7-CG068-05F-0083",39.304598,8.965811,1,
"7-CG068-05F-0083",39.30417,8.940507,2,
"7-CG068-05F-0083",39.297006,8.813079,3,
"7-CG068-05F-0083",39.294813,8.641988,4,
"7-CG068-05F-0083",39.310571,8.539796,5,
"7-CG067-060-0083",39.163526,8.513212,1,
"7-CG067-060-0083",39.169508,8.509185,2,
"7-CG067-060-0083",39.294813,8.641988,3,
"7-CG067-060-0083",39.297006,8.813079,4,
"7-CG067-060-0083",39.30417,8.940507,5,
"7-CG067-060-0083",39.304598,8.965811,6,
"7-CG066-061-0083",39.304598,8.965811,1,
"7-CG066-061-0083",39.30417,8.940507,2,
"7-CG066-061-0083",39.297006,8.813079,3,
"7-CG066-061-0083",39.294813,8.641988,4,
"7-CG066-061-0083",39.169508,8.509185,5,
"7-CG066-061-0083",39.163526,8.513212,6,
"7-CG065-062-0083",39.310571,8.539796,1,
"7-CG065-062-0083",39.294813,8.641988,2,
"7-CG065-062-0083",39.297006,8.813079,3,
"7-CG065-062-0083",39.30417,8.940507,4,
"7-CG065-062-0083",39.304598,8.965811,5,
"7-CG064-063-0083",39.304598,8.965811,1,
"7-CG064-063-0083",39.30417,8.940507,2,
