route_id,service_id,trip_id,trip_headsign,block_id,shape_id,trip_short_name,wheelchair_accessible,bikes_allowed
70083,CG095-046-0083-7,7-CG095-046-0083,"DECIMOMANNU",,"7-CG095-046-0083",CG095,0,0
70083,CG094-047-0083-7,7-CG094-047-0083,"Carbonia Serbariu",,"7-CG094-047-0083",CG094,0,0
70083,CG093-048-0083-7,7-CG093-048-0083,"DECIMOMANNU",,"7-CG093-048-0083",CG093,0,0
70083,CG092-049-0083-7,7-CG092-049-0083,"Carbonia Serbariu",,"7-CG092-049-0083",CG092,0,0
70083,CG091-04A-0083-7,7-CG091-04A-0083,"DECIMOMANNU",,"7-CG091-04A-0083",CG091,0,0
70083,CG090-04B-0083-7,7-CG090-04B-0083,"IGLESIAS",,"7-CG090-04B-0083",CG090,0,0
70083,CG089-04C-0083-7,7-CG089-04C-0083,"DECIMOMANNU",,"7-CG089-04C-0083",CG089,0,0
70083,CG088-04D-0083-7,7-CG088-04D-0083,"IGLESIAS",,"7-CG088-04D-0083",CG088,0,0
70083,CG087-04E-0083-7,7-CG087-04E-0083,"DECIMOMANNU",,"7-CG087-04E-0083",CG087,0,0
70083,CG086-04F-0083-7,7-CG086-04F-0083,"Carbonia Serbariu",,"7-CG086-04F-0083",CG086,0,0
70083,CG084-050-0083-7,7-CG084-050-0083,"Carbonia Serbariu",,"7-CG084-050-0083",CG084,0,0
70083,CG083-051-0083-7,7-CG083-051-0083,"DECIMOMANNU",,"7-CG083-051-0083",CG083,0,0
70083,CG082-052-0083-7,7-CG082-052-0083,"IGLESIAS",,"7-CG082-052-0083",CG082,0,0
70083,CG081-053-0083-7,7-CG081-053-0083,"DECIMOMANNU",,"7-CG081-053-0083",CG081,0,0
70083,CG080-054-0083-7,7-CG080-054-0083,"Carbonia Serbariu",,"7-CG080-054-0083",CG080,0,0
70083,CG078-055-0083-7,7-CG078-055-0083,"IGLESIAS",,"7-CG078-055-0083",CG078,0,0
70083,CG077-056-0083-7,7-CG077-056-0083,"DECIMOMANNU",,"7-CG077-056-0083",CG077,0,0
70083,CG076-057-0083-7,7-CG076-057-0083,"Carbonia Serbariu",,"7-CG076-057-0083",CG076,0,0
70083,CG075-058-0083-7,7-CG075-058-0083,"DECIMOMANNU",,"7-CG075-058-0083",CG075,0,0
70083,CG074-059-0083-7,7-CG074-059-0083,"IGLESIAS",,"7-CG074-059-0083",CG074,0,0
70083,CG073-05A-0083-7,7-CG073-05A-0083,"DECIMOMANNU",,"7-CG073-05A-0083",CG073,0,0
70083,CG072-05B-0083-7,7-CG072-05B-0083,"Carbonia Serbariu",,"7-CG072-05B-0083",CG072,0,0
70083,CG071-05C-0083-7,7-CG071-05C-0083,"DECIMOMANNU",,"7-CG071-05C-0083",CG071,0,0
70083,CG070-05D-0083-7,7-CG070-05D-0083,"Carbonia Serbariu",,"7-CG070-05D-0083",CG070,0,0
70083,CG069-05E-0083-7,7-CG069-05E-0083,"DECIMOMANNU",,"7-CG069-05E-0083",CG069,0,0
70083,CG068-05F-0083-7,7-CG068-05F-0083,"IGLESIAS",,"7-CG068-05F-0083",CG068,0,0
70083,CG067-060-0083-7,7-CG067-060-0083,"DECIMOMANNU",,"7-CG067-060-0083",CG067,0,0
70083,CG066-061-0083-7,7-CG066-061-0083,"Carbonia Serbariu",,"7-CG066-061-0083",CG066,0,0
70083,CG065-062-0083-7,7-CG065-062-0083,"DECIMOMANNU",,"7-CG065-062-0083",CG065,0,0
70083,CG064-063-0083-7,7-CG064-063-0083,"IGLESIAS",,"7-CG064-063-0083",CG064,0,0
70083,CG063-064-0083-7,7-CG063-064-0083,"DECIMOMANNU",,"7-CG063-064-0083",CG063,0,0
70083,CG062-065-0083-7,7-CG062-065-0083,"Carbonia Serbariu",,"7-CG062-065-0083",CG062,0,0
70083,CG061-066-0083-7,7-CG061-066-0083,"DECIMOMANNU",,"7-CG061-066-0083",CG061,0,0
70083,CG060-067-0083-7,7-CG060-067-0083,"IGLESIAS",,"7-CG060-067-0083",CG060,0,0
70083,CG059-068-0083-7,7-CG059-068-0083,"DECIMOMANNU",,"7-CG059-068-0083",CG059,0,0
70083,CG058-069-0083-7,7-CG058-069-0083,"Carbonia Serbariu",,"7-CG058-069-0083",CG058,0,0
70083,CG057-06A-0083-7,7-CG057-06A-0083,"DECIMOMANNU",,"7-CG057-06A-0083",CG057,0,0
70083,CG056-06B-0083-7,7-CG056-06B-0083,"IGLESIAS",,"7-CG056-06B-0083",CG056,0,0
70083,CG055-06C-0083-7,7-CG055-06C-0083,"DECIMOMANNU",,"7-CG055-06C-0083",CG055,0,0
70083,CG054-06D-0083-7,7-CG054-06D-0083,"Carbonia Serbariu",,"7-CG054-06D-0083",CG054,0,0
70083,CG053-06E-0083-7,7-CG053-06E-0083,"DECIMOMANNU",,"7-CG053-06E-0083",CG053,0,0
70083,CG052-06F-0083-7,7-CG052-06F-0083,"IGLESIAS",,"7-CG052-06F-0083",CG052,0,0
70083,CG051-070-0083-7,7-CG051-070-0083,"DECIMOMANNU",,"7-CG051-070-0083",CG051,0,0
70083,CG050-071-0083-7,7-CG050-071-0083,"Carbonia Serbariu",,"7-CG050-071-0083",CG050,0,0
70083,CG049-072-0083-7,7-CG049-072-0083,"DECIMOMANNU",,"7-CG049-072-0083",CG049,0,0
70083,CG048-073-0083-7,7-CG048-073-0083,"IGLESIAS",,"7-CG048-073-0083",CG048,0,0
70083,CG047-074-0083-7,7-CG047-074-0083,"DECIMOMANNU",,"7-CG047-074-0083",CG047,0,0
70083,CG046-075-0083-7,7-CG046-075-0083,"Carbonia Serbariu",,"7-CG046-075-0083",CG046,0,0
70083,CG045-076-0083-7,7-CG045-076-0083,"DECIMOMANNU",,"7-CG045-076-0083",CG045,0,0
70083,CG044-077-0083-7,7-CG044-077-0083,"IGLESIAS",,"7-CG044-077-0083",CG044,0,0
70083,CG043-078-0083-7,7-CG043-078-0083,"DECIMOMANNU",,"7-CG043-078-0083",CG043,0,0
70083,CG042-079-0083-7,7-CG042-079-0083,"Carbonia Serbariu",,"7-CG042-079-0083",CG042,0,0
70083,CG041-07A-0083-7,7-CG041-07A-0083,"DECIMOMANNU",,"7-CG041-07A-0083",CG041,0,0
70083,CG040-07B-0083-7,7-CG040-07B-0083,"IGLESIAS",,"7-CG040-07B-0083",CG040,0,0
70083,CG039-07C-0083-7,7-CG039-07C-0083,"DECIMOMANNU",,"7-CG039-07C-0083",CG039,0,0
70083,CG038-07D-0083-7,7-CG038-07D-0083,"Carbonia Serbariu",,"7-CG038-07D-0083",CG038,0,0
70083,CG037-07E-0083-7,7-CG037-07E-0083,"DECIMOMANNU",,"7-CG037-07E-0083",CG037,0,0
70083,CG036-07F-0083-7,7-CG036-07F-0083,"IGLESIAS",,"7-CG036-07F-0083",CG036,0,0
70083,CG035-080-0083-7,7-CG035-080-0083,"DECIMOMANNU",,"7-CG035-080-0083",CG035,0,0
70083,CG033-081-0083-7,7-CG033-081-0083,"DECIMOMANNU",,"7-CG033-081-0083",CG033,0,0
70083,CG032-082-0083-7,7-CG032-082-0083,"IGLESIAS",,"7-CG032-082-0083",CG032,0,0
70083,CG031-083-0083-7,7-CG031-083-0083,"DECIMOMANNU",,"7-CG031-083-0083",CG031,0,0
70083,CG030-084-0083-7,7-CG030-084-0083,"IGLESIAS",,"7-CG030-084-0083",CG030,0,0
70083,CG029-085-0083-7,7-CG029-085-0083,"DECIMOMANNU",,"7-CG029-085-0083",CG029,0,0
70083,CG028-086-0083-7,7-CG028-086-0083,"Carbonia Serbariu",,"7-CG028-086-0083",CG028,0,0
70083,CG027-087-0083-7,7-CG027-087-0083,"DECIMOMANNU",,"7-CG027-087-0083",CG027,0,0
70083,CG026-088-0083-7,7-CG026-088-0083,"IGLESIAS",,"7-CG026-088-0083",CG026,0,0
70083,CG025-089-0083-7,7-CG025-089-0083,"DECIMOMANNU",,"7-CG025-089-0083",CG025,0,0
70083,CG024-08A-0083-7,7-CG024-08A-0083,"Carbonia Serbariu",,"7-CG024-08A-0083",CG024,0,0
70083,CG022-08B-0083-7,7-CG022-08B-0083,"IGLESIAS",,"7-CG022-08B-0083",CG022,0,0
70083,CG021-08C-0083-7,7-CG021-08C-0083,"DECIMOMANNU",,"7-CG021-08C-0083",CG021,0,0
70083,CG020-08D-0083-7,7-CG020-08D-0083,"Carbonia Serbariu",,"7-CG020-08D-0083",CG020,0,0
70083,CG019-08E-0083-7,7-CG019-08E-0083,"DECIMOMANNU",,"7-CG019-08E-0083",CG019,0,0
70083,CG018-08F-0083-7,7-CG018-08F-0083,"IGLESIAS",,"7-CG018-08F-0083",CG018,0,0
70083,CG017-090-0083-7,7-CG017-090-0083,"DECIMOMANNU",,"7-CG017-090-0083",CG017,0,0
70083,CG016-091-0083-7,7-CG016-091-0083,"Carbonia Serbariu",,"7-CG016-091-0083",CG016,0,0
70083,CG015-092-0083-7,7-CG015-092-0083,"DECIMOMANNU",,"7-CG015-092-0083",CG015,0,0
70083,CG014-093-0083-7,7-CG014-093-0083,"IGLESIAS",,"7-CG014-093-0083",CG014,0,0
70083,CG013-094-0083-7,7-CG013-094-0083,"DECIMOMANNU",,"7-CG013-094-0083",CG013,0,0
10083,22066-095-0083-1,1-22066-095-0083,"S.GAVINO",,"1-22066-095-0083",22066,1,1
10083,22065-096-0083-1,1-22065-096-0083,"CAGLIARI",,"1-22065-096-0083",22065,1,1
10083,22064-097-0083-1,1-22064-097-0083,"S.GAVINO",,"1-22064-097-0083",22064,1,1
10083,22063-098-0083-1,1-22063-098-0083,"CAGLIARI",,"1-22063-098-0083",22063,1,1
10083,22062-099-0083-1,1-22062-099-0083,"S.GAVINO",,"1-22062-099-0083",22062,1,1
10083,22061-09A-0083-1,1-22061-09A-0083,"CAGLIARI",,"1-22061-09A-0083",22061,1,1
10083,22060-09B-0083-1,1-22060-09B-0083,"S.GAVINO",,"1-22060-09B-0083",22060,1,1
10083,22059-09C-0083-1,1-22059-09C-0083,"CAGLIARI",,"1-22059-09C-0083",22059,1,1
10083,22058-09D-0083-1,1-22058-09D-0083,"S.GAVINO",,"1-22058-09D-0083",22058,1,1
10083,22057-09E-0083-1,1-22057-09E-0083,"CAGLIARI",,"1-22057-09E-0083",22057,1,1
10083,22056-09F-0083-1,1-22056-09F-0083,"S.GAVINO",,"1-22056-09F-0083",22056,1,1
10083,22055-0A0-0083-1,1-22055-0A0-0083,"CAGLIARI",,"1-22055-0A0-0083",22055,1,1
10083,22054-0A1-0083-1,1-22054-0A1-0083,"S.GAVINO",,"1-22054-0A1-0083",22054,1,1
10083,22053-0A2-0083-1,1-22053-0A2-0083,"CAGLIARI",,"1-22053-0A2-0083",22053,1,1
10083,22052-0A3-0083-1,1-22052-0A3-0083,"S.GAVINO",,"1-22052-0A3-0083",22052,1,1
10083,22051-0A4-0083-1,1-22051-0A4-0083,"CAGLIARI",,"1-22051-0A4-0083",22051,1,1
10083,22050-0A5-0083-1,1-22050-0A5-0083,"S.GAVINO",,"1-22050-0A5-0083",22050,1,1
10083,21246-0A6-0083-1,1-21246-0A6-0083,"ORISTANO",,"1-21246-0A6-0083",21246,1,1
10083,21245-0A7-0083-1,1-21245-0A7-0083,"CAGLIARI",,"1-21245-0A7-0083",21245,1,1
10083,21244-0A8-0083-1,1-21244-0A8-0083,"ORISTANO",,"1-21244-0A8-0083",21244,1,1
10083,21243-0A9-0083-1,1-21243-0A9-0083,"CAGLIARI",,"1-21243-0A9-0083",21243,1,1
10083,21242-0AA-0083-1,1-21242-0AA-0083,"ORISTANO",,"1-21242-0AA-0083",21242,1,1
10083,21241-0AB-0083-1,1-21241-0AB-0083,"CAGLIARI",,"1-21241-0AB-0083",21241,1,1
10083,21240-0AC-0083-1,1-21240-0AC-0083,"ORISTANO",,"1-21240-0AC-0083",21240,1,1
10083,21239-0AD-0083-1,1-21239-0AD-0083,"CAGLIARI",,"1-21239-0AD-0083",21239,1,1
10083,21238-0AE-0083-1,1-21238-0AE-0083,"ORISTANO",,"1-21238-0AE-0083",21238,1,1
10083,21237-0AF-0083-1,1-21237-0AF-0083,"CAGLIARI",,"1-21237-0AF-0083",21237,1,1
10083,21236-0B0-0083-1,1-21236-0B0-0083,"MACOMER",,"1-21236-0B0-0083",21236,1,1
10083,21235-0B1-0083-1,1-21235-0B1-0083,"CAGLIARI",,"1-21235-0B1-0083",21235,1,1
10083,21234-0B2-0083-1,1-21234-0B2-0083,"MACOMER",,"1-21234-0B2-0083",21234,1,1
10083,21233-0B3-0083-1,1-21233-0B3-0083,"CAGLIARI",,"1-21233-0B3-0083",21233,1,1
10083,21232-0B4-0083-1,1-21232-0B4-0083,"MACOMER",,"1-21232-0B4-0083",21232,1,1
10083,21231-0B5-0083-1,1-21231-0B5-0083,"CAGLIARI",,"1-21231-0B5-0083",21231,1,1
10083,21230-0B6-0083-1,1-21230-0B6-0083,"ORISTANO",,"1-21230-0B6-0083",21230,1,1
10083,21229-0B7-0083-1,1-21229-0B7-0083,"CAGLIARI",,"1-21229-0B7-0083",21229,1,1
10083,21228-0B8-0083-1,1-21228-0B8-0083,"ORISTANO",,"1-21228-0B8-0083",21228,1,1
10083,21227-0B9-0083-1,1-21227-0B9-0083,"CAGLIARI",,"1-21227-0B9-0083",21227,1,1
10083,21226-0BA-0083-1,1-21226-0BA-0083,"ORISTANO",,"1-21226-0BA-0083",21226,1,1
10083,21225-0BB-0083-1,1-21225-0BB-0083,"CAGLIARI",,"1-21225-0BB-0083",21225,1,1
10083,21224-0BC-0083-1,1-21224-0BC-0083,"ORISTANO",,"1-21224-0BC-0083",21224,1,1
10083,21223-0BD-0083-1,1-21223-0BD-0083,"CAGLIARI",,"1-21223-0BD-0083",21223,1,1
10083,21222-0BE-0083-1,1-21222-0BE-0083,"ORISTANO",,"1-21222-0BE-0083",21222,1,1
10083,21221-0BF-0083-1,1-21221-0BF-0083,"CAGLIARI",,"1-21221-0BF-0083",21221,1,1
10083,21220-0C0-0083-1,1-21220-0C0-0083,"ORISTANO",,"1-21220-0C0-0083",21220,1,1
10083,20887-0C1-0083-1,1-20887-0C1-0083,"SASSARI",,"1-20887-0C1-0083",20887,1,1
10083,20885-0C2-0083-1,1-20885-0C2-0083,"SASSARI",,"1-20885-0C2-0083",20885,1,1
10083,20884-0C3-0083-1,1-20884-0C3-0083,"PORTO TORRES MARITTIMA",,"1-20884-0C3-0083",20884,1,1
10083,20883-0C4-0083-1,1-20883-0C4-0083,"SASSARI",,"1-20883-0C4-0083",20883,1,1
10083,20882-0C5-0083-1,1-20882-0C5-0083,"PORTO TORRES MARITTIMA",,"1-20882-0C5-0083",20882,1,1
10083,20881-0C6-0083-1,1-20881-0C6-0083,"SASSARI",,"1-20881-0C6-0083",20881,1,1
10083,20880-0C7-0083-1,1-20880-0C7-0083,"PORTO TORRES MARITTIMA",,"1-20880-0C7-0083",20880,1,1
10083,20879-0C8-0083-1,1-20879-0C8-0083,"SASSARI",,"1-20879-0C8-0083",20879,1,1
10083,20878-0C9-0083-1,1-20878-0C9-0083,"PORTO TORRES MARITTIMA",,"1-20878-0C9-0083",20878,1,1
10083,20877-0CA-0083-1,1-20877-0CA-0083,"SASSARI",,"1-20877-0CA-0083",20877,1,1
10083,20874-0CB-0083-1,1-20874-0CB-0083,"DECIMOMANNU",,"1-20874-0CB-0083",20874,1,1
10083,20872-0CC-0083-1,1-20872-0CC-0083,"CAGLIARI ELMAS",,"1-20872-0CC-0083",20872,1,1
10083,20871-0CD-0083-1,1-20871-0CD-0083,"CAGLIARI",,"1-20871-0CD-0083",20871,1,1
10083,20870-0CE-0083-1,1-20870-0CE-0083,"CAGLIARI ELMAS",,"1-20870-0CE-0083",20870,1,1
10083,20869-0CF-0083-1,1-20869-0CF-0083,"CAGLIARI",,"1-20869-0CF-0083",20869,1,1
10083,20868-0D0-0083-1,1-20868-0D0-0083,"CAGLIARI ELMAS",,"1-20868-0D0-0083",20868,1,1
10083,20867-0D1-0083-1,1-20867-0D1-0083,"CAGLIARI",,"1-20867-0D1-0083",20867,1,1
10083,20866-0D2-0083-1,1-20866-0D2-0083,"CAGLIARI ELMAS",,"1-20866-0D2-0083",20866,1,1
10083,20865-0D3-0083-1,1-20865-0D3-0083,"CAGLIARI",,"1-20865-0D3-0083",20865,1,1
10083,20864-0D4-0083-1,1-20864-0D4-0083,"CAGLIARI ELMAS",,"1-20864-0D4-0083",20864,1,1
10083,20863-0D5-0083-1,1-20863-0D5-0083,"CAGLIARI",,"1-20863-0D5-0083",20863,1,1
10083,20862-0D6-0083-1,1-20862-0D6-0083,"CAGLIARI ELMAS",,"1-20862-0D6-0083",20862,1,1
10083,20861-0D7-0083-1,1-20861-0D7-0083,"CAGLIARI",,"1-20861-0D7-0083",20861,1,1
10083,20860-0D8-0083-1,1-20860-0D8-0083,"CAGLIARI ELMAS",,"1-20860-0D8-0083",20860,1,1
10083,20859-0D9-0083-1,1-20859-0D9-0083,"CAGLIARI",,"1-20859-0D9-0083",20859,1,1
10083,20858-0DA-0083-1,1-20858-0DA-0083,"CAGLIARI ELMAS",,"1-20858-0DA-0083",20858,1,1
10083,20857-0DB-0083-1,1-20857-0DB-0083,"CAGLIARI",,"1-20857-0DB-0083",20857,1,1
10083,20856-0DC-0083-1,1-20856-0DC-0083,"CAGLIARI ELMAS",,"1-20856-0DC-0083",20856,1,1
10083,20855-0DD-0083-1,1-20855-0DD-0083,"CAGLIARI",,"1-20855-0DD-0083",20855,1,1
10083,20854-0DE-0083-1,1-20854-0DE-0083,"CAGLIARI ELMAS",,"1-20854-0DE-0083",20854,1,1
10083,20853-0DF-0083-1,1-20853-0DF-0083,"CAGLIARI",,"1-20853-0DF-0083",20853,1,1
10083,20852-0E0-0083-1,1-20852-0E0-0083,"CAGLIARI ELMAS",,"1-20852-0E0-0083",20852,1,1
10083,20851-0E1-0083-1,1-20851-0E1-0083,"CAGLIARI",,"1-20851-0E1-0083",20851,1,1
10083,20850-0E2-0083-1,1-20850-0E2-0083,"CAGLIARI ELMAS",,"1-20850-0E2-0083",20850,1,1
10083,20849-0E3-0083-1,1-20849-0E3-0083,"CAGLIARI",,"1-20849-0E3-0083",20849,1,1
10083,20848-0E4-0083-1,1-20848-0E4-0083,"CAGLIARI ELMAS",,"1-20848-0E4-0083",20848,1,1
10083,20847-0E5-0083-1,1-20847-0E5-0083,"CAGLIARI",,"1-20847-0E5-0083",20847,1,1
10083,20846-0E6-0083-1,1-20846-0E6-0083,"CAGLIARI ELMAS",,"1-20846-0E6-0083",20846,1,1
10083,20845-0E7-0083-1,1-20845-0E7-0083,"CAGLIARI",,"1-20845-0E7-0083",20845,1,1
10083,20844-0E8-0083-1,1-20844-0E8-0083,"CAGLIARI ELMAS",,"1-20844-0E8-0083",20844,1,1
10083,20843-0E9-0083-1,1-20843-0E9-0083,"CAGLIARI",,"1-20843-0E9-0083",20843,1,1
10083,20840-0EA-0083-1,1-20840-0EA-0083,"Olbia Terranova",,"1-20840-0EA-0083",20840,1,1
10083,20840-0EB-0083-1,1-20840-0EB-0083,"OLBIA",,"1-20840-0EB-0083",20840,1,1
10083,20839-0EC-0083-1,1-20839-0EC-0083,"OZIERI CHILIVANI",,"1-20839-0EC-0083",20839,1,1
10083,20839-0ED-0083-1,1-20839-0ED-0083,"OZIERI CHILIVANI",,"1-20839-0ED-0083",20839,1,1
10083,20838-0EE-0083-1,1-20838-0EE-0083,"Olbia Terranova",,"1-20838-0EE-0083",20838,1,1
10083,20838-0EF-0083-1,1-20838-0EF-0083,"OLBIA",,"1-20838-0EF-0083",20838,1,1
